200010,1
VT-000027,2
VT-000006,1
VT-000029,1
VT-012807,1
VT-000027,2
VT-000033,1
VT-012809,2
VT-000029,1
VT-012807,1
VT-000027,2
VT-000033,1
VT-012809,2
VT-000029,1
VT-012807,1
VT-000027,2
VT-000033,1
VT-012809,2
VT-000027,2
VT-012809,2
VT-000027,1
200010,1
VT-000027,2
VT-000006,1
VT-012809,2
VT-000027,1
VT-000027,1
VT-000027,1
VT-000027,1
VT-000027,1
VT-000027,1
VT-000027,1
VT-000027,1
VT-000027,1
VT-000027,1
VT-000028,1
VT-000028,1
VT-000027,1
VT-000027,1
VT-000027,1
VT-000027,1
VT-000027,1
VT-000027,1
VT-000027,1
VT-000027,1
VT-000027,1
VT-000027,1
VT-000027,1
VT-000027,1
VT-000027,1
VT-000027,1
VT-000027,1
VT-000027,1
VT-000027,1
VT-000027,1
VT-000027,1
VT-000027,1
VT-000027,1
VT-000027,1
VT-000027,1
VT-000027,1
VT-000027,1
VT-000027,1
